phase,usage_note,family,pipeline_id,pipeline_hash,candidate_kind,selector_eligible,offline_only,raw_steps,normalized_steps,timeout_profile,allowed_case_scales,case,selection_order,selection_reason,selector_bucket,scale_grade,final_nodes,final_levels,final_total_time_sec,final_peak_rss_mb,raw_nodes,raw_levels,raw_cec_status,raw_status,selected_nodes,selected_levels,selected_status,fallback_used,fallback_reason,metric_regression,metric_regression_reasons,raw_node_delta_vs_final,raw_level_delta_vs_final,opt_runtime_sec,cec_runtime_sec,stats_runtime_sec,total_runtime_sec,peak_rss_mb,runtime_ratio_vs_final,rss_ratio_vs_final,opt_returncode,cec_returncode,output_path,candidate_path,log_dir,cache_key
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_basic,e42a1ad5d4c3,pipeline,true,false,strash; dch; dc2; balance; rewrite -z; refactor -z; balance,strash; dch; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_7,7,small high-fanin SOP bucket,small|non_aig|high_sop|po_medium,small,252,3,0.270967,10.65234375,252,3,passed,ok,252,3,selected_raw,false,,false,,0,0,0.103055,0.080645,0.059603,0.243303,10.102,0.897908,0.948295,0,0,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_7\selected.blif,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_7\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_7\logs,63b20d98e12cfbb9907677e3e1a98cdd412430ecea92aef5a6bbddb6f6ecf897
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_basic,e42a1ad5d4c3,pipeline,true,false,strash; dch; dc2; balance; rewrite -z; refactor -z; balance,strash; dch; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_15,8,small near-two-input AIG bucket,small|near_aig|not_sop|po_medium,small,927,11,0.323562,10.890625,922,10,passed,ok,922,10,selected_raw,false,,false,,-5,-1,0.132435,0.098632,0.059088,0.290155,11.184,0.896752,1.026901,0,0,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_15\selected.blif,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_15\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_15\logs,da703bd9d70a3333a7c1880ab33003dc2fc085c1d14545290a5d89157d9979e6
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_basic,e42a1ad5d4c3,pipeline,true,false,strash; dch; dc2; balance; rewrite -z; refactor -z; balance,strash; dch; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_28,9,zero-gain guard bucket,small|near_aig|not_sop|po_small,small,520,7,0.260640,10.2890625,520,7,passed,ok,520,7,selected_raw,false,,false,,0,0,0.117761,0.082514,0.059288,0.259563,11.453,0.995866,1.113136,0,0,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_28\selected.blif,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_28\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_28\logs,0c1f5f6d244d5e763ede3ec8372ca6be7be44e78958379695734a174adc9671f
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_basic,e42a1ad5d4c3,pipeline,true,false,strash; dch; dc2; balance; rewrite -z; refactor -z; balance,strash; dch; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_16,10,tiny non-SOP non-AIG guard bucket,tiny|non_aig|not_sop|po_tiny,tiny,45,6,0.251822,9.9296875,45,6,passed,ok,45,6,selected_raw,false,,false,,0,0,0.080355,0.061090,0.060723,0.202168,11.121,0.802823,1.119984,0,0,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_16\selected.blif,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_16\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_basic\tc_public_16\logs,4e43b30c985109be905d5627096ca418630dfd59d66f208a75e628ed9fa5b43a
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_force,4e837dbf31e5,pipeline,true,false,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_30,1,largest node gain vs baseline,large|near_aig|not_sop|po_small,large,6613,21,2.162263,31.3046875,6821,20,passed,metric_regression,6613,21,fallback_current_final,true,metric_regression: nodes_worse:208,true,nodes_worse:208,208,-1,3.438753,1.074267,0.060297,4.573317,29.004,2.115061,0.926504,0,0,results\pipeline_search2\smoke\dc2_dch_force\tc_public_30\selected.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_30\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_30\logs,8d81284983b608c4325e3f7e00592e5f6a7375019a4e794b7787b07f5fb00a1b
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_force,4e837dbf31e5,pipeline,true,false,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_14,2,max-level pressure case; large near-two-input AIG with medium output bin,large|near_aig|not_sop|po_medium,large,3703,25,0.586281,19.07421875,2636,24,passed,metric_regression,3703,25,fallback_current_final,true,metric_regression: runtime_ratio:2.821,true,runtime_ratio:2.821,-1067,-1,1.455878,0.136607,0.061640,1.654125,18.637,2.821385,0.977063,0,0,results\pipeline_search2\smoke\dc2_dch_force\tc_public_14\selected.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_14\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_14\logs,06af436adc7d6c24ae72b51e31fa880ab0d7ae3a2ee783ee95392c295b7b3367
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_force,4e837dbf31e5,pipeline,true,false,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_22,3,large near-two-input AIG with small output bin,large|near_aig|not_sop|po_small,large,11067,20,3.665116,30.44140625,10770,20,passed,ok,10770,20,selected_raw,false,,false,,-297,0,4.236971,1.256935,0.083718,5.577624,30.055,1.521814,0.987296,0,0,results\pipeline_search2\smoke\dc2_dch_force\tc_public_22\selected.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_22\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_22\logs,7b4e8c7c549ee29a3f95c9ebba807bcac07fa0be5ebb09306f50b695ad9ea711
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_force,4e837dbf31e5,pipeline,true,false,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_12,4,medium non-AIG selector rewrite bucket,medium|non_aig|not_sop|po_large,medium,1385,13,0.346738,13.5625,1387,14,passed,ok,1387,14,selected_raw,false,,false,,2,1,0.157131,0.082375,0.061241,0.300747,12.078,0.867362,0.890553,0,0,results\pipeline_search2\smoke\dc2_dch_force\tc_public_12\selected.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_12\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_12\logs,4cba127218c39dcbd3c7723dcdc6126439b83e1702944bcb20a5debc32bfca4d
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_force,4e837dbf31e5,pipeline,true,false,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_23,5,medium near-two-input AIG bucket,medium|near_aig|not_sop|po_tiny,medium,1530,16,0.312543,12.61328125,1530,16,passed,ok,1530,16,selected_raw,false,,false,,0,0,0.154146,0.080606,0.060618,0.295370,13.641,0.945054,1.081449,0,0,results\pipeline_search2\smoke\dc2_dch_force\tc_public_23\selected.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_23\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_23\logs,a2f5da9a8581f503a1bf8516e43a6c8e9bcc80c378e32a02a1132788dd1d300b
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_force,4e837dbf31e5,pipeline,true,false,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_9,6,tiny high-fanin SOP bucket,tiny|non_aig|high_sop|po_medium,tiny,224,5,0.284901,10.55859375,224,5,passed,ok,224,5,selected_raw,false,,false,,0,0,0.104740,0.089221,0.061608,0.255569,10.477,0.897044,0.992231,0,0,results\pipeline_search2\smoke\dc2_dch_force\tc_public_9\selected.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_9\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_9\logs,0937f0ff7428ff07a19bd1d40520b9baee7e43b7ee8a97df140520af4899779c
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_force,4e837dbf31e5,pipeline,true,false,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_7,7,small high-fanin SOP bucket,small|non_aig|high_sop|po_medium,small,252,3,0.270967,10.65234375,252,3,passed,ok,252,3,selected_raw,false,,false,,0,0,0.098772,0.080354,0.061959,0.241085,10.680,0.889722,1.002567,0,0,results\pipeline_search2\smoke\dc2_dch_force\tc_public_7\selected.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_7\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_7\logs,f9c09325d23a709bb80029a674200c6f92f203be980ce1c642ede2aef126041c
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_force,4e837dbf31e5,pipeline,true,false,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_15,8,small near-two-input AIG bucket,small|near_aig|not_sop|po_medium,small,927,11,0.323562,10.890625,924,10,passed,ok,924,10,selected_raw,false,,false,,-3,-1,0.139390,0.100892,0.061293,0.301575,11.070,0.932046,1.016499,0,0,results\pipeline_search2\smoke\dc2_dch_force\tc_public_15\selected.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_15\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_15\logs,8ba6bfc3a5122b0eaa2d434afdd12b025a9f4153b7028902ecdc22c799d7b566
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_force,4e837dbf31e5,pipeline,true,false,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_28,9,zero-gain guard bucket,small|near_aig|not_sop|po_small,small,520,7,0.260640,10.2890625,520,7,passed,ok,520,7,selected_raw,false,,false,,0,0,0.098634,0.083023,0.061864,0.243521,10.754,0.934318,1.045178,0,0,results\pipeline_search2\smoke\dc2_dch_force\tc_public_28\selected.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_28\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_28\logs,4dcec3192acac8b59fef8818ecce9e3007d4f05d0cbd3db21dd1feffc44fb5cb
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_dch_force,4e837dbf31e5,pipeline,true,false,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,strash; dch -f; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_16,10,tiny non-SOP non-AIG guard bucket,tiny|non_aig|not_sop|po_tiny,tiny,45,6,0.251822,9.9296875,45,6,passed,ok,45,6,selected_raw,false,,false,,0,0,0.084361,0.062012,0.061902,0.208275,9.961,0.827074,1.003147,0,0,results\pipeline_search2\smoke\dc2_dch_force\tc_public_16\selected.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_16\raw.candidate.blif,results\pipeline_search2\smoke\dc2_dch_force\tc_public_16\logs,bde07e1fbe28ac6eed9946769b6656660272492c6834bdce4234dda97a5cbc9a
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_fraig_cleanup,0d968b547c8f,pipeline,true,false,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_30,1,largest node gain vs baseline,large|near_aig|not_sop|po_small,large,6613,21,2.162263,31.3046875,7347,21,passed,metric_regression,6613,21,fallback_current_final,true,metric_regression: nodes_worse:734,true,nodes_worse:734,734,0,0.564908,1.318540,0.060813,1.944261,31.430,0.899179,1.003993,0,0,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_30\selected.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_30\raw.candidate.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_30\logs,2e336048585dd17fcd90d52a116c47613c76c2c93663e16c633ded1ed1c55ca9
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_fraig_cleanup,0d968b547c8f,pipeline,true,false,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_14,2,max-level pressure case; large near-two-input AIG with medium output bin,large|near_aig|not_sop|po_medium,large,3703,25,0.586281,19.07421875,2271,17,passed,ok,2271,17,selected_raw,false,,false,,-1432,-8,0.352159,0.133294,0.060725,0.546178,21.082,0.931597,1.105263,0,0,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_14\selected.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_14\raw.candidate.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_14\logs,7640e2e7c156b23b24e7982eafedacaca29e5884358e7500f4460ebe6c986881
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_fraig_cleanup,0d968b547c8f,pipeline,true,false,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_22,3,large near-two-input AIG with small output bin,large|near_aig|not_sop|po_small,large,11067,20,3.665116,30.44140625,10836,20,passed,ok,10836,20,selected_raw,false,,false,,-231,0,2.127667,0.937353,0.081322,3.146342,30.625,0.858456,1.006031,0,0,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_22\selected.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_22\raw.candidate.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_22\logs,9fbd765be48f05c0a82a1c1da141ab5fff784a04b173bf3e105a9145f8d5db59
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_fraig_cleanup,0d968b547c8f,pipeline,true,false,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_12,4,medium non-AIG selector rewrite bucket,medium|non_aig|not_sop|po_large,medium,1385,13,0.346738,13.5625,1370,14,passed,ok,1370,14,selected_raw,false,,false,,-15,1,0.117656,0.097046,0.063386,0.278088,11.789,0.802013,0.869240,0,0,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_12\selected.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_12\raw.candidate.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_12\logs,6496c92b0f3e1733f8822e898963126201bacb60b1c6b47422f7d3fc5e41c76c
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_fraig_cleanup,0d968b547c8f,pipeline,true,false,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_23,5,medium near-two-input AIG bucket,medium|near_aig|not_sop|po_tiny,medium,1530,16,0.312543,12.61328125,1530,16,passed,ok,1530,16,selected_raw,false,,false,,0,0,0.118518,0.083905,0.062164,0.264587,12.383,0.846562,0.981728,0,0,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_23\selected.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_23\raw.candidate.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_23\logs,d78c997569f4eda6e0fd75151bad22114b1f7a96a8952dfd65849ad960c44e88
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_fraig_cleanup,0d968b547c8f,pipeline,true,false,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_9,6,tiny high-fanin SOP bucket,tiny|non_aig|high_sop|po_medium,tiny,224,5,0.284901,10.55859375,224,5,passed,ok,224,5,selected_raw,false,,false,,0,0,0.095924,0.081975,0.061594,0.239493,10.559,0.840617,1.000000,0,0,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_9\selected.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_9\raw.candidate.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_9\logs,f433bce87a53c20f7bc672ee21b77aa2d39dc3c03f9d1e440b11895c1adc9f30
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_fraig_cleanup,0d968b547c8f,pipeline,true,false,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_7,7,small high-fanin SOP bucket,small|non_aig|high_sop|po_medium,small,252,3,0.270967,10.65234375,252,3,passed,ok,252,3,selected_raw,false,,false,,0,0,0.079868,0.098213,0.061434,0.239515,10.668,0.883928,1.001467,0,0,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_7\selected.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_7\raw.candidate.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_7\logs,6c154a7a90a50bcc59b68838f0afeec60e7e08a0b4b2175fd7a6c5b535d77ddd
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_fraig_cleanup,0d968b547c8f,pipeline,true,false,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_15,8,small near-two-input AIG bucket,small|near_aig|not_sop|po_medium,small,927,11,0.323562,10.890625,926,11,passed,ok,926,11,selected_raw,false,,false,,-1,0,0.118853,0.098069,0.059696,0.276618,11.469,0.854914,1.053085,0,0,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_15\selected.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_15\raw.candidate.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_15\logs,04b236d015867ce2246c6e09b31fdb1564605e19e817c40335c83b399c55cd04
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_fraig_cleanup,0d968b547c8f,pipeline,true,false,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_28,9,zero-gain guard bucket,small|near_aig|not_sop|po_small,small,520,7,0.260640,10.2890625,524,8,passed,ok,524,8,selected_raw,false,,false,,4,1,0.097967,0.073721,0.066636,0.238324,10.219,0.914378,0.993166,0,0,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_28\selected.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_28\raw.candidate.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_28\logs,6cad4c69b85103348e4876dbfdc9261769bfc96efb380ec39e5f90eaec5ca4bb
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_fraig_cleanup,0d968b547c8f,pipeline,true,false,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,strash; fraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_16,10,tiny non-SOP non-AIG guard bucket,tiny|non_aig|not_sop|po_tiny,tiny,45,6,0.251822,9.9296875,45,6,passed,ok,45,6,selected_raw,false,,false,,0,0,0.093107,0.061753,0.061187,0.216047,10.449,0.857937,1.052321,0,0,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_16\selected.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_16\raw.candidate.blif,results\pipeline_search2\smoke\dc2_fraig_cleanup\tc_public_16\logs,2001ab515d886f56b84b15cdfc04ffaa92a1333de06681f7f19e120a22fdc0ca
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_ifraig_cleanup,4f9d4e9a8b22,pipeline,true,false,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_30,1,largest node gain vs baseline,large|near_aig|not_sop|po_small,large,6613,21,2.162263,31.3046875,7347,21,passed,metric_regression,6613,21,fallback_current_final,true,metric_regression: nodes_worse:734,true,nodes_worse:734,734,0,0.496377,1.336278,0.061845,1.894500,30.867,0.876165,0.986024,0,0,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_30\selected.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_30\raw.candidate.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_30\logs,d3a1c375be2d45b5c2694eea5f5f3be9360a2f1cbcf7faeac5af2c6257ef0e7e
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_ifraig_cleanup,4f9d4e9a8b22,pipeline,true,false,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_14,2,max-level pressure case; large near-two-input AIG with medium output bin,large|near_aig|not_sop|po_medium,large,3703,25,0.586281,19.07421875,2271,17,passed,ok,2271,17,selected_raw,false,,false,,-1432,-8,0.393256,0.134631,0.059702,0.587589,18.312,1.002230,0.960066,0,0,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_14\selected.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_14\raw.candidate.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_14\logs,6ac293d605d058f1a8185c4b307e5e505fa71d65a4f659ebebba204c73ba6aed
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_ifraig_cleanup,4f9d4e9a8b22,pipeline,true,false,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_22,3,large near-two-input AIG with small output bin,large|near_aig|not_sop|po_small,large,11067,20,3.665116,30.44140625,10836,20,passed,ok,10836,20,selected_raw,false,,false,,-231,0,2.160529,0.918924,0.082240,3.161693,30.176,0.862645,0.991274,0,0,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_22\selected.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_22\raw.candidate.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_22\logs,722e7a000bf3e1061ac59c5a65dda977c8c3193fb48cac6c0b0711b1df852787
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_ifraig_cleanup,4f9d4e9a8b22,pipeline,true,false,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_12,4,medium non-AIG selector rewrite bucket,medium|non_aig|not_sop|po_large,medium,1385,13,0.346738,13.5625,1370,14,passed,ok,1370,14,selected_raw,false,,false,,-15,1,0.118075,0.083779,0.060684,0.262538,11.961,0.757166,0.881912,0,0,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_12\selected.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_12\raw.candidate.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_12\logs,6c93a02287581b063f14b90189385629e3547362c25f3ae93e3cc8246926b399
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_ifraig_cleanup,4f9d4e9a8b22,pipeline,true,false,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_23,5,medium near-two-input AIG bucket,medium|near_aig|not_sop|po_tiny,medium,1530,16,0.312543,12.61328125,1530,16,passed,ok,1530,16,selected_raw,false,,false,,0,0,0.119500,0.081451,0.060514,0.261465,12.254,0.836573,0.971508,0,0,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_23\selected.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_23\raw.candidate.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_23\logs,916a3dc244e6e01458ee0c3ddbb9b127d23dc81283f251366804cc09197ff27e
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,dc2_dch_family,dc2_ifraig_cleanup,4f9d4e9a8b22,pipeline,true,false,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,strash; ifraig; dc2; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_9,6,tiny high-fanin SOP bucket,tiny|non_aig|high_sop|po_medium,tiny,224,5,0.284901,10.55859375,224,5,passed,ok,224,5,selected_raw,false,,false,,0,0,0.096209,0.099519,0.068784,0.264512,10.559,0.928434,1.000000,0,0,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_9\selected.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_9\raw.candidate.blif,results\pipeline_search2\smoke\dc2_ifraig_cleanup\tc_public_9\logs,829d2d190ee24b645eb52fd2033b8a2cd0296faf09c40a2a7f6ca456ec250797
